"","LF_Number","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","HPDG_total_count","total_count","VH_total_prop","H_total_prop","M_total_prop","L_total_prop","VL_total_prop","LPDG_total_prop","HPDG_total_prop"
"1",6,5,2,0,2,1,0,0,10,0.5,0.2,0,0.2,0.1,0,0
"2",67,4,1,0,0,0,0,5,10,0.4,0.1,0,0,0,0,0.5
"3",7,2,3,0,1,3,1,0,10,0.2,0.3,0,0.1,0.3,0.1,0
"4",51,2,1,2,0,0,0,5,10,0.2,0.1,0.2,0,0,0,0.5
"5",37,2,1,0,2,1,0,4,10,0.2,0.1,0,0.2,0.1,0,0.4
"6",36,2,1,0,1,2,0,4,10,0.2,0.1,0,0.1,0.2,0,0.4
"7",38,2,0,0,3,1,0,4,10,0.2,0,0,0.3,0.1,0,0.4
"8",22,2,0,0,0,1,0,7,10,0.2,0,0,0,0.1,0,0.7
"9",40,1,3,0,4,1,0,1,10,0.1,0.3,0,0.4,0.1,0,0.1
"10",8,1,2,0,1,5,1,0,10,0.1,0.2,0,0.1,0.5,0.1,0
"11",58,1,2,0,0,0,0,7,10,0.1,0.2,0,0,0,0,0.7
"12",59,1,2,0,0,0,0,7,10,0.1,0.2,0,0,0,0,0.7
"13",11,1,0,3,6,0,0,0,10,0.1,0,0.3,0.6,0,0,0
"14",25,1,0,1,0,1,0,7,10,0.1,0,0.1,0,0.1,0,0.7
"15",1,0,1,5,0,4,0,0,10,0,0.1,0.5,0,0.4,0,0
"16",39,0,1,3,1,3,0,2,10,0,0.1,0.3,0.1,0.3,0,0.2
"17",69,0,1,2,0,2,0,5,10,0,0.1,0.2,0,0.2,0,0.5
"18",68,0,1,0,0,0,0,9,10,0,0.1,0,0,0,0,0.9
"19",70,0,1,0,0,0,0,9,10,0,0.1,0,0,0,0,0.9
"20",9,0,0,2,3,5,0,0,10,0,0,0.2,0.3,0.5,0,0
"21",41,0,0,1,3,1,0,5,10,0,0,0.1,0.3,0.1,0,0.5
"22",50,0,0,0,9,0,1,0,10,0,0,0,0.9,0,0.1,0
"23",3,0,0,0,3,7,0,0,10,0,0,0,0.3,0.7,0,0
"24",16,0,0,0,3,7,0,0,10,0,0,0,0.3,0.7,0,0
"25",17,0,0,0,3,7,0,0,10,0,0,0,0.3,0.7,0,0
"26",18,0,0,0,3,7,0,0,10,0,0,0,0.3,0.7,0,0
"27",65,0,0,0,3,0,0,7,10,0,0,0,0.3,0,0,0.7
"28",32,0,0,0,2,8,0,0,10,0,0,0,0.2,0.8,0,0
"29",34,0,0,0,2,8,0,0,10,0,0,0,0.2,0.8,0,0
"30",47,0,0,0,2,8,0,0,10,0,0,0,0.2,0.8,0,0
"31",48,0,0,0,2,8,0,0,10,0,0,0,0.2,0.8,0,0
"32",53,0,0,0,2,8,0,0,10,0,0,0,0.2,0.8,0,0
"33",45,0,0,0,2,0,4,4,10,0,0,0,0.2,0,0.4,0.4
"34",2,0,0,0,1,9,0,0,10,0,0,0,0.1,0.9,0,0
"35",21,0,0,0,1,9,0,0,10,0,0,0,0.1,0.9,0,0
"36",5,0,0,0,0,10,0,0,10,0,0,0,0,1,0,0
"37",29,0,0,0,0,3,3,4,10,0,0,0,0,0.3,0.3,0.4
"38",15,0,0,0,0,2,0,8,10,0,0,0,0,0.2,0,0.8
"39",20,0,0,0,0,1,0,9,10,0,0,0,0,0.1,0,0.9
"40",4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"41",10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"42",12,0,0,0,0,0,10,0,10,0,0,0,0,0,1,0
"43",13,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"44",14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"45",19,0,0,0,0,0,3,7,10,0,0,0,0,0,0.3,0.7
"46",26,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"47",27,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"48",28,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"49",30,0,0,0,0,0,3,7,10,0,0,0,0,0,0.3,0.7
"50",31,0,0,0,0,0,10,0,10,0,0,0,0,0,1,0
"51",33,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"52",35,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"53",42,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"54",43,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"55",44,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"56",46,0,0,0,0,0,10,0,10,0,0,0,0,0,1,0
"57",49,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"58",52,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"59",54,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"60",55,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"61",56,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"62",57,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"63",60,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"64",61,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"65",62,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"66",63,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"67",64,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1
"68",66,0,0,0,0,0,10,0,10,0,0,0,0,0,1,0
