"","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"51",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"52",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"53",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",22,0,0,0,0,0,0,0.363636363636364,8,0.136363636363636,3,0.5,11,0,0
"54",15,"LF15: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0.0454545454545455,1,0.136363636363636,3,0.454545454545455,10
"55",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0,0,0.0909090909090909,2,0.545454545454545,12
"56",65,"LF65: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.318181818181818,7,0.0909090909090909,2,0.181818181818182,4,0.409090909090909,9
"57",29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.181818181818182,4,0,0,0.136363636363636,3,0.681818181818182,15
"58",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",22,0,0,0,0,0,0,0.136363636363636,3,0.0454545454545455,1,0.818181818181818,18,0,0
"59",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0,0,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0.818181818181818,18,0.0909090909090909,2
"60",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21
"61",5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.772727272727273,17,0.136363636363636,3
"62",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0.909090909090909,20
"63",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0,0,1,22,0,0
"64",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0,0,0.909090909090909,20,0.0909090909090909,2
"65",48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0,0,0.863636363636364,19,0.136363636363636,3
"66",18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0,0,0.818181818181818,18,0.181818181818182,4
"67",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.954545454545455,21
"68",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
