"","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"25",39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",22,0,0,0.0454545454545455,1,0.181818181818182,4,0.454545454545455,10,0.136363636363636,3,0.181818181818182,4,0,0
"26",70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",22,0,0,0.0454545454545455,1,0.0909090909090909,2,0.636363636363636,14,0.0454545454545455,1,0.136363636363636,3,0.0454545454545455,1
"27",54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",22,0,0,0.0454545454545455,1,0.0454545454545455,1,0.727272727272727,16,0,0,0.0909090909090909,2,0.0909090909090909,2
"28",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",22,0,0,0.0454545454545455,1,0.0454545454545455,1,0.727272727272727,16,0,0,0.0909090909090909,2,0.0909090909090909,2
"29",65,"LF65: Mortality or fitness reduction due to deleterious substances",22,0,0,0.0454545454545455,1,0.0454545454545455,1,0.318181818181818,7,0.136363636363636,3,0.0454545454545455,1,0.409090909090909,9
"30",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0.0454545454545455,1,0,0,0.590909090909091,13,0,0,0,0,0.363636363636364,8
"31",34,"LF34: Mortality or fitness reduction due to competition from invasive species",22,0,0,0.0454545454545455,1,0,0,0,0,0.136363636363636,3,0.818181818181818,18,0,0
"32",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0.0454545454545455,1,0.590909090909091,13,0,0,0.0909090909090909,2,0.272727272727273,6
"33",20,"LF20: Mortality or fitness reduction due to redd overspawn",22,0,0,0,0,0.0454545454545455,1,0.454545454545455,10,0.0454545454545455,1,0.454545454545455,10,0,0
"34",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",22,0,0,0,0,0.0454545454545455,1,0.363636363636364,8,0.181818181818182,4,0.409090909090909,9,0,0
"35",30,"LF30: Mortality or fitness reduction as a result of elevated predation",22,0,0,0,0,0.0454545454545455,1,0.318181818181818,7,0.0454545454545455,1,0,0,0.590909090909091,13
"36",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",22,0,0,0,0,0.0454545454545455,1,0,0,0.181818181818182,4,0.636363636363636,14,0.136363636363636,3
"37",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.0454545454545455,1,0.909090909090909,20
"38",35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0,0,0.863636363636364,19,0.0454545454545455,1,0,0,0.0909090909090909,2
"39",19,"LF19: Mortality or fitness reduction due to early alevin emergence",22,0,0,0,0,0,0,0.772727272727273,17,0.0454545454545455,1,0,0,0.181818181818182,4
"40",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0.0454545454545455,1,0.318181818181818,7,0,0
"41",26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"42",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"43",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"44",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"45",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"46",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"47",64,"LF64: Mortality or fitness reduction due to increases in salinity",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"48",10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",22,0,0,0,0,0,0,0.590909090909091,13,0.0909090909090909,2,0.318181818181818,7,0,0
"49",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0,0,0.590909090909091,13,0.0454545454545455,1,0,0,0.363636363636364,8
"50",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"51",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"52",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.5,11,0,0,0,0,0.5,11
"53",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"54",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"55",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0.0909090909090909,2,0,0,0.545454545454545,12
"56",15,"LF15: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0.0454545454545455,1,0.136363636363636,3,0.454545454545455,10
"57",29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.181818181818182,4,0,0,0.136363636363636,3,0.681818181818182,15
"58",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",22,0,0,0,0,0,0,0.136363636363636,3,0.181818181818182,4,0.681818181818182,15,0,0
"59",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0,0,0,0,0,0,0.0454545454545455,1,0.0909090909090909,2,0.772727272727273,17,0.0909090909090909,2
"60",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21
"61",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0.181818181818182,4,0.727272727272727,16,0.0909090909090909,2
"62",47,"LF47: Mortality or fitness reduction due to elevated predation",22,0,0,0,0,0,0,0,0,0.181818181818182,4,0.681818181818182,15,0.136363636363636,3
"63",18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0.181818181818182,4,0.636363636363636,14,0.181818181818182,4
"64",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0.136363636363636,3,0.863636363636364,19,0,0
"65",48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0.136363636363636,3,0.727272727272727,16,0.136363636363636,3
"66",5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.772727272727273,17,0.136363636363636,3
"67",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.954545454545455,21
"68",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
