"","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"24",54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",22,0,0,0.0909090909090909,2,0,0,0.727272727272727,16,0.0909090909090909,2,0,0,0.0909090909090909,2
"25",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",22,0,0,0.0909090909090909,2,0,0,0.727272727272727,16,0.0909090909090909,2,0,0,0.0909090909090909,2
"26",65,"LF65: Mortality or fitness reduction due to deleterious substances",22,0,0,0.0909090909090909,2,0,0,0.318181818181818,7,0.181818181818182,4,0,0,0.409090909090909,9
"27",21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",22,0,0,0.0909090909090909,2,0,0,0.272727272727273,6,0.409090909090909,9,0.181818181818182,4,0.0454545454545455,1
"28",3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",22,0,0,0.0909090909090909,2,0,0,0,0,0.863636363636364,19,0.0454545454545455,1,0,0
"29",70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",22,0,0,0.0454545454545455,1,0.0909090909090909,2,0.636363636363636,14,0.181818181818182,4,0,0,0.0454545454545455,1
"30",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0.0454545454545455,1,0,0,0.590909090909091,13,0,0,0,0,0.363636363636364,8
"31",30,"LF30: Mortality or fitness reduction as a result of elevated predation",22,0,0,0.0454545454545455,1,0,0,0.318181818181818,7,0.0454545454545455,1,0,0,0.590909090909091,13
"32",34,"LF34: Mortality or fitness reduction due to competition from invasive species",22,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21,0,0,0,0
"33",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",22,0,0,0.0454545454545455,1,0,0,0,0,0.818181818181818,18,0,0,0.136363636363636,3
"34",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",22,0,0,0,0,0.0909090909090909,2,0.363636363636364,8,0.5,11,0.0454545454545455,1,0,0
"35",35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0.0454545454545455,1,0.863636363636364,19,0,0,0,0,0.0909090909090909,2
"36",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0.0454545454545455,1,0.590909090909091,13,0.0909090909090909,2,0,0,0.272727272727273,6
"37",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0.0454545454545455,1,0.590909090909091,13,0,0,0,0,0.363636363636364,8
"38",20,"LF20: Mortality or fitness reduction due to redd overspawn",22,0,0,0,0,0.0454545454545455,1,0.454545454545455,10,0.454545454545455,10,0.0454545454545455,1,0,0
"39",15,"LF15: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0.0454545454545455,1,0.363636363636364,8,0.0454545454545455,1,0.0909090909090909,2,0.454545454545455,10
"40",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",22,0,0,0,0,0.0454545454545455,1,0.136363636363636,3,0.818181818181818,18,0,0,0,0
"41",47,"LF47: Mortality or fitness reduction due to elevated predation",22,0,0,0,0,0.0454545454545455,1,0,0,0.818181818181818,18,0,0,0.136363636363636,3
"42",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0.0454545454545455,1,0,0,0.0454545454545455,1,0,0,0.909090909090909,20
"43",19,"LF19: Mortality or fitness reduction due to early alevin emergence",22,0,0,0,0,0,0,0.772727272727273,17,0.0454545454545455,1,0,0,0.181818181818182,4
"44",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0.363636363636364,8,0,0,0,0
"45",26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"46",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"47",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"48",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"49",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"50",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"51",64,"LF64: Mortality or fitness reduction due to increases in salinity",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"52",10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",22,0,0,0,0,0,0,0.590909090909091,13,0.363636363636364,8,0.0454545454545455,1,0,0
"53",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"54",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"55",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.5,11,0,0,0,0,0.5,11
"56",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"57",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"58",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0.0909090909090909,2,0,0,0.545454545454545,12
"59",29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.181818181818182,4,0,0,0.136363636363636,3,0.681818181818182,15
"60",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0,0,0,0,0,0,0.0454545454545455,1,0.681818181818182,15,0.181818181818182,4,0.0909090909090909,2
"61",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21
"62",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0.954545454545455,21,0.0454545454545455,1,0,0
"63",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0.909090909090909,20,0,0,0.0909090909090909,2
"64",48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0.863636363636364,19,0,0,0.136363636363636,3
"65",18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0.818181818181818,18,0,0,0.181818181818182,4
"66",5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.772727272727273,17,0.0909090909090909,2,0.136363636363636,3
"67",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.954545454545455,21
"68",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
